CustomerType,ArrivalTime,SQ1,SQ2,SQ3,SQ5,SQ5,SQ6,SQ7,SQ8,LES,NbAgents,WaitingTime
30172,33459.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30181,32769.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30181,33312.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,33482.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,33089.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,33557.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,33457.0,0,0,0,0,0,0,0,0,0.0,0,0.0
30560,33437.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30172,33386.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,32557.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,33372.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,33107.0,0,0,0,1,0,0,0,0,0.0,0,1.0
30560,33046.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,33266.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,33485.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,33151.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,33551.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30181,32854.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,33378.0,0,0,0,1,0,0,0,0,0.0,0,1.0
30175,33572.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,33410.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30172,33443.0,0,1,0,0,0,0,0,0,0.0,0,1.0
30175,33094.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,33644.0,0,0,1,0,0,0,0,0,0.0,0,1.0
30560,33462.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,33138.0,1,0,0,0,0,0,0,0,0.0,0,1.0
30175,33397.0,1,0,0,0,0,0,0,0,0.0,0,1.0
30175,33432.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,33643.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30181,32963.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30172,33675.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,33422.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30181,33378.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,33496.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30181,33582.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30172,33442.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,33632.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30181,33745.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,33526.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30172,33516.0,0,0,0,1,0,0,0,0,0.0,0,1.0
30175,32948.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,33681.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30172,33706.0,0,1,0,0,0,0,0,0,0.0,0,1.0
30175,33765.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30179,33896.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,33701.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30172,33570.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,33638.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,33824.0,1,0,0,0,0,0,0,0,0.0,0,1.0
30175,33783.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,33780.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,33667.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,33934.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,33613.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30181,33470.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,33825.0,1,0,1,0,0,0,0,0,0.0,0,1.0
30181,33553.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,33823.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30181,33407.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,34012.0,0,1,0,0,0,0,0,0,0.0,0,1.0
30181,33762.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,33946.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,33851.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30172,33862.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30172,33859.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30181,33734.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,33817.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30181,33878.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,33824.0,2,0,0,0,0,0,0,0,0.0,0,1.0
30560,33890.0,1,0,0,0,0,0,0,0,0.0,0,0.0
30175,33995.0,1,0,0,0,0,0,0,0,0.0,0,1.0
30175,33751.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,33963.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,34042.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,33889.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,33890.0,1,0,1,0,0,0,0,0,0.0,0,1.0
30175,33994.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,33867.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30172,33874.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30066,34022.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,33973.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,34128.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,34197.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,33753.0,0,0,0,0,0,0,0,0,0.0,0,0.0
30175,34020.0,0,0,0,0,0,0,1,0,0.0,0,1.0
30181,33923.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,34167.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,34072.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,33798.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30181,34181.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,34007.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,34197.0,1,0,0,0,0,0,0,0,0.0,0,1.0
30181,34146.0,0,0,0,1,0,0,0,0,0.0,0,1.0
30181,34145.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,34059.0,1,0,0,0,0,0,0,0,0.0,0,1.0
30175,34050.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30181,33801.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30181,34053.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,33586.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30181,33872.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30181,33515.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30172,33706.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30172,34012.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,34252.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30172,33799.0,1,0,0,0,0,0,0,0,0.0,0,1.0
30175,34209.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,33864.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,34324.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30179,34345.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,34224.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,34306.0,1,0,0,0,0,0,0,0,0.0,0,1.0
30560,34210.0,1,0,0,0,0,0,0,0,0.0,0,1.0
30175,34274.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30241,34019.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30181,34075.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30179,33942.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,34137.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,34029.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,34430.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,33731.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,34263.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,33909.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30181,34201.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,34093.0,0,0,0,0,0,0,0,0,0.0,0,0.0
30181,34195.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,34249.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,34060.0,1,0,1,0,0,0,0,0,0.0,0,1.0
30175,33875.0,0,1,0,0,0,0,0,0,0.0,0,1.0
30560,34364.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30181,34083.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,34470.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30172,34242.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,34139.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30179,34548.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,34203.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30172,34308.0,0,0,0,1,0,0,0,0,0.0,0,1.0
30175,34045.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,34176.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,34159.0,1,0,0,0,0,0,0,0,0.0,0,1.0
30175,34387.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,34412.0,0,1,0,0,0,0,0,0,0.0,0,1.0
30175,34420.0,0,0,0,0,1,0,0,0,0.0,0,1.0
30179,34610.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30181,34517.0,1,0,0,0,0,0,0,0,0.0,0,1.0
30560,34558.0,1,0,0,0,0,0,0,0,0.0,0,1.0
30179,34480.0,0,0,1,0,0,0,0,0,0.0,0,1.0
30179,33985.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,34591.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30179,34420.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30172,34460.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,34172.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,34489.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,34295.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,34305.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30172,34255.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30181,34357.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,34427.0,0,0,1,0,0,0,0,0,0.0,0,1.0
30181,34417.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,34460.0,0,1,0,0,0,0,0,0,0.0,0,1.0
30175,34529.0,0,0,0,1,0,0,0,0,0.0,0,1.0
30175,34680.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,34479.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30179,34578.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,34388.0,1,0,0,0,0,0,0,0,0.0,0,1.0
30560,34503.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30179,34540.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30181,34451.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30179,34693.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30181,34361.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,34632.0,1,0,0,0,0,0,0,0,0.0,0,1.0
30175,34059.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30172,34428.0,1,0,0,0,0,0,0,0,0.0,0,1.0
30560,34673.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,34648.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30172,34694.0,0,0,0,1,1,0,0,0,0.0,0,1.0
30560,34623.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,34593.0,0,0,0,1,0,0,0,0,0.0,0,1.0
30172,34214.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30179,34831.0,0,0,0,0,0,0,0,0,0.0,0,1.0
