CustomerType,ArrivalTime,SQ1,SQ2,SQ3,SQ5,SQ5,SQ6,SQ7,SQ8,LES,NbAgents,WaitingTime
30179,34286.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30172,34406.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,34744.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,34814.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,34158.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30181,34643.0,0,0,0,0,0,0,0,0,0.0,0,0.0
30172,34717.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30181,34307.0,0,0,1,0,0,0,0,0,0.0,0,1.0
30560,34798.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30181,34592.0,1,0,0,0,0,0,0,0,0.0,0,1.0
30175,34517.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30181,34546.0,0,0,0,1,0,0,0,0,0.0,0,1.0
30175,34749.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,34755.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,34655.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,34734.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,34770.0,0,0,0,0,0,0,0,0,0.0,0,0.0
30175,34574.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30181,34656.0,1,0,0,0,0,0,0,0,0.0,0,1.0
30175,34631.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,34779.0,0,0,0,1,0,0,0,0,0.0,0,1.0
30241,34536.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30172,34411.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30181,34779.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,34623.0,0,0,1,0,0,0,0,0,0.0,0,1.0
30175,34695.0,0,1,0,1,0,0,0,0,0.0,0,1.0
30560,34426.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,34920.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,34798.0,0,0,1,0,0,0,0,0,0.0,0,1.0
30560,34753.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30179,34842.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,34409.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,34907.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,35020.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,33939.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30066,34246.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,34882.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,34607.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,34812.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30179,34902.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,34772.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,34482.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30181,34528.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,34873.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,34777.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30181,34681.0,1,0,0,0,0,0,0,0,0.0,0,1.0
30181,34912.0,0,0,1,0,1,0,0,0,0.0,0,1.0
30175,35063.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,34917.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,34831.0,0,0,0,0,1,0,0,0,0.0,0,1.0
30175,35024.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30181,34546.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,34871.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,34995.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,35003.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,34857.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,35136.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,34847.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,34911.0,0,0,0,0,1,0,0,0,0.0,0,1.0
30181,34694.0,0,0,0,0,1,0,0,0,0.0,0,1.0
30175,34740.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30179,35186.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30172,34779.0,1,0,0,1,0,0,0,0,0.0,0,1.0
30560,34614.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30181,34956.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,35105.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,34849.0,0,0,1,0,0,0,0,0,0.0,0,1.0
30181,34918.0,1,0,0,0,0,0,0,0,0.0,0,1.0
30175,34557.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,34844.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30179,35101.0,0,0,0,0,0,0,0,0,0.0,0,3.0
30181,35070.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30179,34768.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30181,34986.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,34800.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,34279.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30181,34999.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30181,35092.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,35055.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30179,34911.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30172,34942.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30172,35197.0,1,0,0,0,0,0,0,0,0.0,0,1.0
30560,35083.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30181,34959.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30181,34922.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,35196.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,34803.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,35097.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30172,35035.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,34605.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30066,35293.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,35149.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,34970.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,35266.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,35142.0,0,0,0,0,0,0,0,0,0.0,0,0.0
30175,35027.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,34854.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,35232.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,35017.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,34968.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,35236.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,35058.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,35288.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,34848.0,1,0,0,0,0,0,0,0,0.0,0,1.0
30560,35184.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,35198.0,0,1,0,0,0,0,0,0,0.0,0,1.0
30181,34953.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30181,35221.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,35226.0,1,0,0,0,0,0,0,0,0.0,0,1.0
30181,34954.0,0,0,0,1,0,0,0,0,0.0,0,1.0
30560,35519.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,35477.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,35134.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,35375.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,35245.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,35226.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30181,35252.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,35193.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,35327.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,35376.0,0,0,1,0,0,0,0,0,0.0,0,1.0
30175,35262.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,34537.0,0,0,0,0,0,0,1,0,0.0,0,1.0
30181,35460.0,1,0,0,0,0,0,0,0,0.0,0,1.0
30175,35177.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,35271.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,35402.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,35298.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30066,35410.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,35571.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,34922.0,0,0,0,1,0,0,0,0,0.0,0,1.0
30175,35254.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,35489.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,35377.0,0,0,1,0,0,0,0,0,0.0,0,1.0
30175,35661.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,35460.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,35064.0,1,0,0,0,0,0,0,0,0.0,0,1.0
30172,35315.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,35447.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,35579.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,35373.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,35412.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,35634.0,1,0,0,0,0,0,0,0,0.0,0,1.0
30179,35521.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30181,35670.0,0,0,0,0,0,0,0,0,0.0,0,0.0
30560,35492.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30181,35302.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,35088.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30181,35306.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30181,35503.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30181,35537.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,35108.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,35620.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,35452.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,35597.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,35219.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,35368.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,35649.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30181,35655.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30172,34548.0,0,0,0,0,1,0,0,0,0.0,0,2.0
30181,35012.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,35025.0,1,0,0,0,0,0,0,0,0.0,0,1.0
30175,35543.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30172,35439.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30181,35706.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,35770.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30181,35625.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,35629.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,35672.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30181,35651.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,35428.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,35719.0,0,1,0,0,0,0,0,0,0.0,0,1.0
30560,35673.0,1,0,0,0,0,0,0,0,0.0,0,1.0
30181,35677.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,35910.0,0,0,0,0,0,0,0,0,0.0,0,2.0
30172,35833.0,1,0,0,0,0,0,0,0,0.0,0,1.0
30175,35282.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30172,35730.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,35698.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,35860.0,0,1,0,0,0,0,0,0,0.0,0,1.0
30560,35775.0,0,0,0,0,0,0,0,0,0.0,0,0.0
30175,35868.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,35786.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,35524.0,0,0,0,0,0,0,0,0,0.0,0,0.0
30560,35803.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,35458.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,35634.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30181,35828.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,35925.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30181,35989.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,35793.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,35833.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,35967.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,35883.0,0,0,0,0,0,1,0,0,0.0,0,1.0
30172,36006.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,35727.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,36087.0,1,0,0,1,0,0,0,0,0.0,0,1.0
30175,35906.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30181,35636.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,35983.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30172,35718.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,36057.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,35780.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,35812.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30172,36076.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,35853.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30181,36087.0,1,0,0,0,0,0,0,0,0.0,0,1.0
30175,35865.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,36138.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30179,35878.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,36113.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,35764.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30066,35883.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,36154.0,0,0,0,1,0,0,0,0,0.0,0,1.0
30241,36052.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,35856.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,36068.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,36203.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,36109.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,36117.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,36124.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30172,35799.0,0,0,0,0,0,0,0,0,0.0,0,0.0
30172,35859.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30181,35862.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,36077.0,0,1,0,0,0,0,0,0,0.0,0,1.0
30175,36198.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,36086.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30172,35279.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,36181.0,1,0,0,0,0,0,0,0,0.0,0,1.0
30175,36272.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,36215.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30181,35749.0,0,0,0,1,0,0,0,0,0.0,0,1.0
30181,35748.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30172,35399.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30172,36245.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,36078.0,1,0,0,0,0,0,0,0,0.0,0,1.0
30560,36118.0,0,0,1,0,0,0,0,0,0.0,0,1.0
30560,35765.0,1,0,0,0,0,0,0,0,0.0,0,1.0
30175,36084.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,36139.0,1,0,0,0,0,0,0,0,0.0,0,1.0
30172,36369.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30241,35948.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,36321.0,2,0,0,0,0,0,0,0,0.0,0,0.0
30560,36257.0,0,0,0,0,0,0,0,0,0.0,0,2.0
30175,36104.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30181,36163.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,35670.0,0,0,0,1,0,0,0,0,0.0,0,1.0
30560,36333.0,0,0,1,0,0,0,0,0,0.0,0,1.0
30241,36309.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30181,36277.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,36333.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,36127.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,36180.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,36182.0,1,0,0,0,0,0,0,0,0.0,0,1.0
30181,36243.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,36295.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30181,36026.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,36324.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,36391.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,36054.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,36320.0,1,0,0,0,0,0,0,0,0.0,0,1.0
30181,36380.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30179,36457.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,35667.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,35727.0,1,0,0,0,0,0,0,0,0.0,0,1.0
30175,36223.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,36306.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30181,36239.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30181,36153.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,36377.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,36369.0,0,1,0,0,0,0,0,0,0.0,0,1.0
30560,36405.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30181,36659.0,0,0,1,0,0,0,0,0,0.0,0,1.0
30175,36369.0,0,1,1,0,0,0,0,0,0.0,0,1.0
30066,36399.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,36626.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,36509.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,36681.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,36506.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30181,36517.0,1,0,0,0,0,0,0,0,0.0,0,1.0
30241,36539.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,36659.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,36598.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,36586.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,36516.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,36482.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30172,36381.0,0,0,0,1,0,0,0,0,0.0,0,1.0
30560,36140.0,0,0,1,0,0,0,0,0,0.0,0,1.0
30175,36566.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,35992.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,36688.0,0,0,0,0,0,0,1,0,0.0,0,1.0
30175,36356.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,36592.0,1,0,0,0,0,0,0,0,0.0,0,1.0
30560,36610.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,36759.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,36599.0,1,0,0,0,0,0,0,0,0.0,0,1.0
30560,36610.0,0,0,1,0,0,0,0,0,0.0,0,1.0
30172,36748.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30172,36361.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,36321.0,2,0,1,0,0,0,0,0,0.0,0,1.0
30172,36336.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,36447.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30181,36728.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,36320.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,36165.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,36849.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30181,36668.0,1,0,0,0,0,0,0,0,0.0,0,1.0
30560,36730.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,36847.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,36573.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30241,36687.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30181,36428.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,36834.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30181,36802.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,36766.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30181,36301.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30172,36674.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30181,36783.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30066,36596.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,36592.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,36869.0,0,0,0,0,0,0,0,0,0.0,0,0.0
30560,36834.0,1,0,0,0,0,0,0,0,0.0,0,1.0
30175,36897.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30179,36861.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,36546.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30181,36416.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,36586.0,1,0,0,0,0,0,0,0,0.0,0,1.0
30560,36964.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30181,36744.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,36734.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30179,36650.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30172,36707.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,37032.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,36717.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,36715.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30181,36916.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30179,36704.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,36985.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,37006.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,37037.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30181,36525.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,37137.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,36935.0,0,1,0,0,0,0,0,0,0.0,0,1.0
30175,36587.0,2,0,0,0,0,0,0,0,0.0,0,1.0
30560,37019.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30181,36858.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30181,36872.0,0,0,0,0,0,0,0,0,0.0,0,0.0
30181,36933.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30179,36997.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,37000.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30181,37186.0,1,0,0,0,0,0,0,0,0.0,0,1.0
30181,36795.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,36849.0,1,0,0,0,0,0,0,0,0.0,0,1.0
30175,36667.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,37195.0,1,0,0,0,0,0,0,0,0.0,0,1.0
30175,36931.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,36989.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,36948.0,1,0,0,0,0,0,0,0,0.0,0,1.0
30172,37160.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30181,37013.0,0,1,0,0,0,0,0,0,0.0,0,1.0
30560,37095.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,36749.0,0,1,0,0,0,0,0,0,0.0,0,1.0
30181,37156.0,0,0,0,1,0,0,0,0,0.0,0,1.0
30175,37068.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30172,37132.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,37180.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,37277.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,37251.0,1,0,0,0,0,0,0,0,0.0,0,1.0
30179,37078.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,37289.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,37037.0,1,0,0,0,0,0,0,0,0.0,0,1.0
30175,37236.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,35838.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,37229.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,37295.0,0,1,0,0,0,0,0,0,0.0,0,1.0
30175,37312.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,37393.0,0,0,1,0,0,0,0,0,0.0,0,1.0
30560,37212.0,0,0,0,1,0,0,0,0,0.0,0,1.0
30175,37025.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,37325.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30172,37369.0,0,0,1,0,0,0,0,0,0.0,0,3.0
30175,37194.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,36581.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30181,37222.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,37204.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,37321.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,37328.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,36948.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,37451.0,1,0,0,0,0,0,0,0,0.0,0,1.0
30181,37181.0,1,0,0,0,0,0,0,0,0.0,0,1.0
30172,36443.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,37190.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30179,37210.0,0,1,0,0,1,0,0,0,0.0,0,1.0
30172,36934.0,0,0,0,1,0,0,0,0,0.0,0,1.0
30172,37205.0,0,0,1,0,0,0,0,0,0.0,0,1.0
30181,37358.0,0,0,2,0,0,0,0,0,0.0,0,1.0
30175,37282.0,0,1,0,0,0,0,0,0,0.0,0,1.0
30181,37406.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30172,37210.0,0,0,0,0,1,0,0,0,0.0,0,1.0
30179,37457.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30181,37465.0,0,0,0,0,0,0,0,0,0.0,0,11.0
30175,36972.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30181,37211.0,0,1,0,0,1,0,0,0,0.0,0,1.0
30179,37478.0,2,0,2,0,0,0,0,0,0.0,0,55.0
30172,37329.0,1,0,0,0,0,0,0,0,0.0,0,20.0
30175,37500.0,3,0,1,1,1,0,0,0,0.0,0,56.0
30181,37400.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30560,37387.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30175,37299.0,0,0,0,0,0,0,0,0,0.0,0,1.0
30172,37294.0,0,0,0,0,0,0,0,0,0.0,0,1.0
